n_flows,run_idx,seed,ip_acceptance,cspf_acceptance,weighted_acceptance,ip_avg_delay,cspf_avg_delay,weighted_avg_delay,ip_avg_util,ip_max_util,cspf_avg_util,cspf_max_util,weighted_avg_util,weighted_max_util,ip_rejected,cspf_rejected,weighted_rejected
30,0,1774982783,0.1,0.1,0.1,10.011078895853103,10.011078895853103,13.025969140007987,0.16957209588291305,0.8888888888888888,0.18017035187559513,0.9444444444444444,0.17824698177996642,0.8620689655172413,27,27,27
30,1,1774982784,0.13333333333333333,0.13333333333333333,0.13333333333333333,10.011078895853103,12.204490165408458,14.53341426208543,0.18017035187559513,0.9444444444444444,0.20717900634542774,0.9827586206896551,0.20297624576289125,0.9827586206896551,26,26,26
30,2,1774982785,0.06666666666666667,0.1,0.1,10.011078895853103,12.935627255260243,13.025969140007987,0.18370310387315583,0.9629629629629629,0.21187418683988213,1.0,0.20699181233103153,1.0,28,27,27
30,3,1774982786,0.16666666666666666,0.2,0.13333333333333333,10.011078895853103,11.473353075556673,12.272246578969266,0.17663759987803446,0.9259259259259259,0.20011350235030637,0.9482758620689655,0.19960443195552377,0.9655172413793104,25,24,26
30,4,1774982787,0.06666666666666667,0.06666666666666667,0.06666666666666667,10.011078895853103,10.011078895853103,14.53341426208543,0.18723585587071653,0.9814814814814815,0.18723585587071653,0.9814814814814815,0.19125931062554646,0.9137931034482759,28,28,28
30,5,1774982788,0.06666666666666667,0.06666666666666667,0.1,10.011078895853103,10.011078895853103,13.025969140007987,0.18723585587071653,0.9814814814814815,0.18723585587071653,0.9814814814814815,0.20008724652610338,0.9655172413793104,28,28,27
30,6,1774982789,0.1,0.1,0.1,10.011078895853103,10.011078895853103,13.025969140007987,0.19076860786827718,1.0,0.19076860786827718,1.0,0.1928608043407888,0.9310344827586207,27,27,27
30,7,1774982790,0.1,0.1,0.06666666666666667,10.011078895853103,10.011078895853103,14.53341426208543,0.18723585587071653,0.9814814814814815,0.18723585587071653,0.9814814814814815,0.20073099928687616,0.9655172413793104,27,27,28
30,8,1774982791,0.1,0.1,0.1,10.011078895853103,10.011078895853103,13.025969140007987,0.16603934388535238,0.8703703703703703,0.18723585587071653,0.9814814814814815,0.1898108669138077,0.9137931034482759,27,27,27
30,9,1774982792,0.13333333333333333,0.13333333333333333,0.13333333333333333,10.011078895853103,12.204490165408458,12.272246578969266,0.19076860786827718,1.0,0.21652390082745687,1.0,0.20731368871141795,1.0,26,26,26
30,10,1774982793,0.16666666666666666,0.16666666666666666,0.16666666666666666,10.011078895853103,11.765807911497387,13.574742057990317,0.19076860786827718,1.0,0.21536147233056321,1.0,0.2097898785540602,0.9827586206896551,25,25,25
30,11,1774982794,0.13333333333333333,0.06666666666666667,0.06666666666666667,10.011078895853103,14.397901434963813,14.53341426208543,0.19076860786827718,1.0,0.23386939526710307,0.9655172413793104,0.20282319575938773,0.9655172413793104,26,28,28
30,12,1774982795,0.06666666666666667,0.1,0.1,10.011078895853103,10.011078895853103,13.025969140007987,0.18370310387315583,0.9629629629629629,0.18370310387315583,0.9629629629629629,0.18466873301431502,0.896551724137931,28,27,27
30,13,1774982796,0.1,0.13333333333333333,0.13333333333333333,10.011078895853103,12.204490165408458,14.53341426208543,0.19076860786827718,1.0,0.20834143484232143,0.9827586206896551,0.20731368871141795,1.0,27,26,26
